_id,challengeId,userId,totalQuestionsAnswered,numOfCorrectAnswers,winRatio,averageSpeed,createdAt,updatedAt,__v
61cbaa2f3235d20016cf91fd,61b01eaa5e85e51c68c07aed,619aeb1dffbf880016f0267f,59,11,1100,5,2021-12-29T00:22:07.681Z,2021-12-29T00:22:07.681Z,0
61cd98f3d70c840016d37538,61b01eab5e85e51c68c07aef,61c416acfbc1d300169d0e0f,22,6,600,14,2021-12-30T11:33:07.359Z,2021-12-30T11:33:07.359Z,0
61ce42dbca6f110016ef0e72,61b01eaa5e85e51c68c07ae7,614cc6e53c23350016db26bf,50,35,3500,6,2021-12-30T23:38:03.061Z,2021-12-30T23:38:03.061Z,0
61d4d7d72bf2d50016298bea,61b01eaa5e85e51c68c07aeb,61d4d1302bf2d50016298ad3,17,5,500,18,2022-01-04T23:27:19.527Z,2022-01-04T23:27:19.527Z,0
61e1ac4c1e9bb6001636aadd,61b01eaa5e85e51c68c07ae5,61853cf00640370016d8dfdd,26,16,1600,12,2022-01-14T17:01:00.968Z,2022-01-14T17:01:00.968Z,0
61f311f85947ac001670f195,61b01eab5e85e51c68c07aef,61f30c4e5947ac001670f123,41,13,1300,7,2022-01-27T21:43:20.386Z,2022-01-27T21:43:20.386Z,0
620979f17461ab0016dadffa,61b01eab5e85e51c68c07aef,61e513596eb05e001604f475,10,5,500,30,2022-02-13T21:36:49.431Z,2022-02-13T21:36:49.431Z,0
620b792bf69e6d0016630fa0,61b01eab5e85e51c68c07aef,61487b1959400e0016b6e995,30,15,1500,10,2022-02-15T09:58:03.658Z,2022-02-15T09:58:03.658Z,0
620e23dc155b420016f37ca8,61b01eab5e85e51c68c07aef,6092599893c73300157daf7e,59,18,1800,5,2022-02-17T10:30:52.791Z,2022-02-17T10:30:52.791Z,0
6215198cfbc7fd0016da20e3,61b01eaa5e85e51c68c07ae5,60e75c0cdf20f743607ab6d8,11,6,600,27,2022-02-22T17:12:44.102Z,2022-02-22T17:12:44.102Z,0
622a4a466982420016551fd8,61b01eaa5e85e51c68c07ae9,621bcb57b5af85001654fce4,22,12,1200,14,2022-03-10T18:58:14.823Z,2022-03-10T18:58:14.823Z,0
623dd20cb2922b0016ff2131,61b01eab5e85e51c68c07aef,6082acfd3926fe29c8c8040d,0,0,0,0,2022-03-25T14:30:36.568Z,2022-03-25T14:30:36.568Z,0
623dd276b2922b0016ff217d,61b01eaa5e85e51c68c07ae5,6082acfd3926fe29c8c8040d,11,12,1200,27,2022-03-25T14:32:22.108Z,2022-03-25T14:32:22.108Z,0
6241b1e34e11850016e12bc1,61b01eaa5e85e51c68c07ae5,621644c8ac523500165fa100,42,17,1700,7,2022-03-28T13:02:27.208Z,2022-03-28T13:02:27.208Z,0
624aaea7db2c0f0016b3a7e0,61b01eaa5e85e51c68c07ae5,6082a9023926fe29c8c7fa5b,15,8,800,20,2022-04-04T08:39:03.648Z,2022-04-04T08:39:03.648Z,0
624e1e120d74fb001670da46,61b01eab5e85e51c68c07aef,624e114b0d74fb001670d68c,25,15,1500,12,2022-04-06T23:11:14.093Z,2022-04-06T23:11:14.093Z,0
625160aeb4f6a40016976997,61b01eaa5e85e51c68c07ae9,625158b2b4f6a4001697678b,16,12,1200,19,2022-04-09T10:32:14.581Z,2022-04-09T10:32:14.581Z,0
6276458f1cc1a90016e5a670,61b01eab5e85e51c68c07aef,62763d361cc1a90016e5a4ca,20,2,200,15,2022-05-07T10:10:23.337Z,2022-05-07T10:10:23.337Z,0
62775936c52c4100167b33fb,61b01eaa5e85e51c68c07ae5,62775244c52c4100167b312c,29,21,2100,10,2022-05-08T05:46:30.805Z,2022-05-08T05:46:30.805Z,0
6283c2e1bd314c0016b63824,61b01eab5e85e51c68c07aef,627fee6649434c00166d4bcd,22,19,1900,14,2022-05-17T15:44:33.181Z,2022-05-17T15:44:33.181Z,0
6283d710bd314c0016b63b06,61b01eab5e85e51c68c07aef,6283a30ebd314c0016b63413,24,20,2000,13,2022-05-17T17:10:40.683Z,2022-05-17T17:10:40.683Z,0
628406a1bd314c0016b641f2,61b01eab5e85e51c68c07aef,628404b9bd314c0016b6419e,59,19,1900,5,2022-05-17T20:33:37.090Z,2022-05-17T20:33:37.090Z,0
628a647cfa8fa90016963e54,61b01eaa5e85e51c68c07ae5,6082a6b53926fe29c8c7f4b3,57,38,3800,5,2022-05-22T16:27:40.024Z,2022-05-22T16:27:40.024Z,0
628fb89fdc99e40016b8cb73,61b01eab5e85e51c68c07aef,61efe8d05006700016e1f160,19,9,900,16,2022-05-26T17:27:59.333Z,2022-05-26T17:27:59.333Z,0
629205164058f70016e2bf23,61b01eab5e85e51c68c07aef,6292033c4058f70016e2bee9,38,18,1800,8,2022-05-28T11:18:46.639Z,2022-05-28T11:18:46.639Z,0
6299b80d7535850016d3a7c1,61b01eab5e85e51c68c07aef,6291614c1027c80016870a98,39,19,1900,8,2022-06-03T07:28:13.633Z,2022-06-03T07:28:13.633Z,0
