_id,userId,courseId,subjectId,lessonId,termId,createdAt,updatedAt,__v
618f90aaa24eec00162a6186,618e220d240b220016b86211,5fff7399de0bdb47f826feb4,60119d1731c66a2ebd9eb518,6013b8a63ea6f018108087fe,5fc8d1b20fae0a06bc22db5c,2021-11-13T10:17:14.911Z,2021-11-13T10:17:14.911Z,0
618f90aba24eec00162a6189,618e220d240b220016b86211,5fff7399de0bdb47f826feb4,60119d1731c66a2ebd9eb518,6013b8a63ea6f018108087fe,5fc8d1b20fae0a06bc22db5c,2021-11-13T10:17:15.181Z,2021-11-13T10:17:15.181Z,0
618f90cfa24eec00162a61e8,618e220d240b220016b86211,5fff7399de0bdb47f826feb4,60119d1731c66a2ebd9eb518,6013b8a63ea6f01810808800,5fc8d1b20fae0a06bc22db5c,2021-11-13T10:17:51.426Z,2021-11-13T10:17:51.426Z,0
618fca0ba24eec00162a7432,618c35cac07b8b0016b19bff,5fff7399de0bdb47f826feb4,60119d7b31c66a2ebd9eb526,6013b9d43ea6f018108089c4,5fc8d1b20fae0a06bc22db5c,2021-11-13T14:22:03.594Z,2021-11-13T14:22:03.594Z,0
6191cc65c80ef3001687e19b,615c62aa61c68f0016eb3918,5fff7399de0bdb47f826feb4,60119d1b31c66a2ebd9eb519,6013b8c03ea6f01810808820,5fc8d1b20fae0a06bc22db5c,2021-11-15T02:56:37.660Z,2021-11-15T02:56:37.660Z,0
6192a3df863bce00160a82bd,6192a2ea863bce00160a81fd,5fff7399de0bdb47f826feb4,60119d7731c66a2ebd9eb525,6013b9c93ea6f018108089aa,5fc8d1b20fae0a06bc22db5c,2021-11-15T18:15:59.366Z,2021-11-15T18:15:59.366Z,0
619492e554202000161fe52e,619490b854202000161fe4c1,5fff72b3de0bdb47f826feaf,60119a5d31c66a2ebd9eb4d4,6012d2bccfe09249249f8a12,5fc8d1b20fae0a06bc22db5c,2021-11-17T05:28:05.067Z,2021-11-17T05:28:05.067Z,0
619acc74ffbf880016f02511,6198a79d9b79250016f6de9a,5fff7399de0bdb47f826feb4,60119d1731c66a2ebd9eb518,6013b8a63ea6f018108087fe,5fc8d1b20fae0a06bc22db5c,2021-11-21T22:47:16.447Z,2021-11-21T22:47:16.447Z,0
619cab26133ed90016bcb12f,619ca9c8133ed90016bcb0cf,5fff7380de0bdb47f826feb3,60119cea31c66a2ebd9eb514,6012db4ccfe09249249f96bc,5fc8d1b20fae0a06bc22db5c,2021-11-23T08:49:42.473Z,2021-11-23T08:49:42.473Z,0
619ee7b226f1e10016872dc0,617b077cfc556a00169efe7a,5fff7399de0bdb47f826feb4,60119d7731c66a2ebd9eb525,6013b9c93ea6f018108089aa,5fc8d1b20fae0a06bc22db5c,2021-11-25T01:32:34.436Z,2021-11-25T01:32:34.436Z,0
