_id,userId,courseId,subjectId,lessonId,termId,createdAt,updatedAt,__v
61784b4afd921f00161608f7,60e75b42df20f743607ab52e,5fff72b3de0bdb47f826feaf,60119a4131c66a2ebd9eb4d0,6012d1b0cfe09249249f8954,5fc8d1b20fae0a06bc22db5c,2021-10-26T18:39:06.060Z,2021-10-26T18:39:06.060Z,0
617c61f2b736b70016b4427f,617c5a2db736b70016b44151,5fff72b3de0bdb47f826feaf,60119a5d31c66a2ebd9eb4d4,6012d2bccfe09249249f8a12,5fc8d1b20fae0a06bc22db5c,2021-10-29T21:04:50.927Z,2021-10-29T21:04:50.927Z,0
617c64d4b736b70016b44314,617c5a2db736b70016b44151,5fff72b3de0bdb47f826feaf,60119a7431c66a2ebd9eb4d7,6012d31fcfe09249249f8a9c,5fc8d1b20fae0a06bc22db5c,2021-10-29T21:17:08.460Z,2021-10-29T21:17:08.460Z,0
618037a51a5eec0016682922,6162e16577c6310016e7f261,5fff734ade0bdb47f826feb1,60119ba131c66a2ebd9eb4ee,6012d7abcfe09249249f8ebe,600048197cabf80f88f61736,2021-11-01T18:53:25.139Z,2021-11-01T18:53:25.139Z,0
6181090aaf49b300162ba557,615618c778a374001601f15d,5fff7371de0bdb47f826feb2,60119c2931c66a2ebd9eb4fe,6012d94ecfe09249249f9222,5fc8d1b20fae0a06bc22db5c,2021-11-02T09:46:50.722Z,2021-11-02T09:46:50.722Z,0
61824f65dddee7001634af8b,617fb7321a5eec0016680a40,5fff72b3de0bdb47f826feaf,60119a4131c66a2ebd9eb4d0,6012d1b0cfe09249249f8954,5fc8d1b20fae0a06bc22db5c,2021-11-03T08:59:17.958Z,2021-11-03T08:59:17.958Z,0
6184d1d464422c0016e720e0,6162000177c6310016e7ec44,5fff7371de0bdb47f826feb2,60119c2931c66a2ebd9eb4fe,6012d94ecfe09249249f9222,5fc8d1b20fae0a06bc22db5c,2021-11-05T06:40:20.534Z,2021-11-05T06:40:20.534Z,0
6184d95864422c0016e72131,6184d88964422c0016e720fb,5fff7371de0bdb47f826feb2,60119c2931c66a2ebd9eb4fe,6012d94ecfe09249249f9222,5fc8d1b20fae0a06bc22db5c,2021-11-05T07:12:24.587Z,2021-11-05T07:12:24.587Z,0
6188a3bf72fe7d0016208459,6188a28f72fe7d001620841e,5fff7371de0bdb47f826feb2,60119c2931c66a2ebd9eb4fe,6012d94ecfe09249249f9222,5fc8d1b20fae0a06bc22db5c,2021-11-08T04:12:47.629Z,2021-11-08T04:12:47.629Z,0
6188c6ea72fe7d0016208680,6188c0cb72fe7d0016208551,5fff72b3de0bdb47f826feaf,60119a6631c66a2ebd9eb4d5,6012d2cccfe09249249f8a42,5fc8d1b20fae0a06bc22db5c,2021-11-08T06:42:50.957Z,2021-11-08T06:42:50.957Z,0
6188cd1d72fe7d0016208767,6187c74172fe7d0016207637,5fff734ade0bdb47f826feb1,60119bc331c66a2ebd9eb4f2,6012d814cfe09249249f8fae,5fc8d1b20fae0a06bc22db5c,2021-11-08T07:09:17.251Z,2021-11-08T07:09:17.251Z,0
6188eb2fc7ca5a00161b4e81,6183ad6a64422c0016e6d945,5fff72b3de0bdb47f826feaf,60119a3331c66a2ebd9eb4cf,6012cec2cfe09249249f8900,5fc8d1b20fae0a06bc22db5c,2021-11-08T09:17:35.175Z,2021-11-08T09:17:35.175Z,0
6188eb75c7ca5a00161b4f0f,6183ad6a64422c0016e6d945,5fff72b3de0bdb47f826feaf,60119a3331c66a2ebd9eb4cf,6012cec2cfe09249249f88fe,5fc8d1b20fae0a06bc22db5c,2021-11-08T09:18:45.263Z,2021-11-08T09:18:45.263Z,0
61896cc0c7ca5a00161b6b24,61896c3dc7ca5a00161b6ab5,5fc8cfbb81a55b4c3c19737d,5fff5bab3fd2d54b08047c82,6012bdcecfe09249249f7e9c,5fc8d1b20fae0a06bc22db5c,2021-11-08T18:30:24.716Z,2021-11-08T18:30:24.716Z,0
61899e32c7ca5a00161b7708,618976afc7ca5a00161b6d5a,5fff7329de0bdb47f826feb0,60119b1131c66a2ebd9eb4e1,6012d628cfe09249249f8c82,5fc8d1b20fae0a06bc22db5c,2021-11-08T22:01:22.240Z,2021-11-08T22:01:22.240Z,0
618a7cdc7f90a00016ddcfb1,6188c0cb72fe7d0016208551,5fff72b3de0bdb47f826feaf,60119ad231c66a2ebd9eb4db,6012d3d3cfe09249249f8b5c,5fc8d1b20fae0a06bc22db5c,2021-11-09T13:51:24.601Z,2021-11-09T13:51:24.601Z,0
618ab6577f90a00016ddda9d,618ab6387f90a00016ddda47,5fff734ade0bdb47f826feb1,60119b8531c66a2ebd9eb4e9,6012d6e1cfe09249249f8dfc,5fc8d1b20fae0a06bc22db5c,2021-11-09T17:56:39.758Z,2021-11-09T17:56:39.758Z,0
618b9bed7f90a00016de0083,618b8fb27f90a00016ddfc8a,5fff7371de0bdb47f826feb2,60119c0c31c66a2ebd9eb4fb,6012d904cfe09249249f916a,5fc8d1b20fae0a06bc22db5c,2021-11-10T10:16:13.163Z,2021-11-10T10:16:13.163Z,0
618bde03c07b8b0016b1890b,618bddccc07b8b0016b188d0,5fff72b3de0bdb47f826feaf,60119a6631c66a2ebd9eb4d5,6012d2cccfe09249249f8a42,5fc8d1b20fae0a06bc22db5c,2021-11-10T14:58:11.716Z,2021-11-10T14:58:11.716Z,0
618cdf07b7ba7000162e74f3,618a4aedb5e47f00161133c0,5fff72b3de0bdb47f826feaf,60119a3331c66a2ebd9eb4cf,6012cec2cfe09249249f88fe,5fc8d1b20fae0a06bc22db5c,2021-11-11T09:14:47.632Z,2021-11-11T09:14:47.632Z,0
618f55e5a24eec00162a5937,618f5250a24eec00162a5858,5fff72b3de0bdb47f826feaf,60119a4131c66a2ebd9eb4d0,6012d1b0cfe09249249f8954,5fc8d1b20fae0a06bc22db5c,2021-11-13T06:06:29.798Z,2021-11-13T06:06:29.798Z,0
618f6f32a24eec00162a5bf1,618f6ac8a24eec00162a59d6,5fff72b3de0bdb47f826feaf,60119a5d31c66a2ebd9eb4d4,6012d2bccfe09249249f8a12,5fc8d1b20fae0a06bc22db5c,2021-11-13T07:54:26.475Z,2021-11-13T07:54:26.475Z,0
618f6fd3a24eec00162a5c35,618f6ba4a24eec00162a5a05,5fff72b3de0bdb47f826feaf,60119a4131c66a2ebd9eb4d0,6012d1b0cfe09249249f8954,5fc8d1b20fae0a06bc22db5c,2021-11-13T07:57:07.969Z,2021-11-13T07:57:07.969Z,0
619119c19384310016c33a7b,618c0ecac07b8b0016b19769,5fff7329de0bdb47f826feb0,60119b4c31c66a2ebd9eb4e2,6012d63bcfe09249249f8cac,5fc8d1b20fae0a06bc22db5c,2021-11-14T14:14:25.860Z,2021-11-14T14:14:25.860Z,0
61911d6b9384310016c33aca,618c0ecac07b8b0016b19769,5fff7329de0bdb47f826feb0,60119b0931c66a2ebd9eb4e0,6012d5efcfe09249249f8c5e,600047f67cabf80f88f61735,2021-11-14T14:30:03.732Z,2021-11-14T14:30:03.732Z,0
619204112cd2f100169103f5,6191c6a2c80ef3001687e072,5fff72b3de0bdb47f826feaf,60119a5d31c66a2ebd9eb4d4,6012d2bccfe09249249f8a12,5fc8d1b20fae0a06bc22db5c,2021-11-15T06:54:09.095Z,2021-11-15T06:54:09.095Z,0
61932ec0863bce00160a8df4,61927885863bce00160a7693,5fff7329de0bdb47f826feb0,60119ae731c66a2ebd9eb4dc,6012d3f8cfe09249249f8b8c,5fc8d1b20fae0a06bc22db5c,2021-11-16T04:08:32.300Z,2021-11-16T04:08:32.300Z,0
6193f18d54202000161fcec0,6184adeb64422c0016e71b1c,5fff7329de0bdb47f826feb0,60119b6a31c66a2ebd9eb4e7,6012d6a8cfe09249249f8d90,5fc8d1b20fae0a06bc22db5c,2021-11-16T17:59:41.136Z,2021-11-16T17:59:41.136Z,0
